iter	Passed	Remaining
319	504	1072
320	505	1068
321	506	1065
322	506	1062
323	507	1059
324	508	1056
325	509	1053
326	510	1049
327	510	1046
328	511	1043
329	512	1040
330	513	1037
331	514	1035
332	515	1032
333	516	1029
334	516	1026
335	517	1023
336	518	1020
337	519	1017
338	520	1014
339	521	1011
340	521	1008
341	522	1005
342	523	1002
343	524	999
344	525	996
345	525	994
346	526	991
347	527	988
348	528	985
349	529	983
350	530	980
351	530	977
352	531	974
353	532	971
354	533	969
355	534	966
356	535	965
357	537	963
358	538	961
359	539	959
360	540	957
361	542	955
362	543	953
363	544	951
364	545	949
365	546	946
366	547	944
367	565	970
368	566	968
369	567	965
370	568	963
371	568	960
372	569	957
373	570	955
374	571	952
375	572	949
376	572	946
377	573	944
378	574	941
379	575	939
380	576	936
381	578	935
382	579	932
383	580	930
384	581	928
385	582	926
386	583	924
387	585	922
388	586	920
389	587	918
390	588	915
391	588	913
392	589	910
393	590	908
394	591	905
395	592	903
396	593	900
397	593	898
398	594	895
399	595	893
400	596	890
401	597	888
402	597	885
403	598	883
404	599	880
405	600	878
406	601	875
407	601	873
408	602	871
409	603	868
410	604	866
411	605	863
412	606	861
413	607	859
414	607	856
415	608	854
416	609	852
417	610	849
418	611	847
419	612	845
420	612	842
421	613	840
422	614	838
423	615	835
424	616	833
425	617	831
426	617	829
427	618	826
428	619	824
429	620	822
430	621	820
431	622	818
432	623	815
433	623	813
434	624	811
435	625	809
436	626	806
437	627	804
438	627	802
439	628	800
440	629	797
441	630	795
442	631	793
443	631	791
444	633	789
445	633	787
446	634	785
447	635	783
448	636	781
449	637	779
450	638	777
451	639	774
452	639	772
453	640	770
454	641	768
455	642	766
456	643	764
457	644	762
458	644	760
459	645	757
460	647	757
461	648	755
462	650	754
463	651	752
464	652	750
465	653	748
466	654	747
467	655	745
468	656	743
469	657	741
470	657	738
471	658	736
472	678	755
473	679	753
474	680	751
475	680	749
476	681	747
477	682	745
478	683	743
479	684	741
480	685	739
481	685	737
482	686	735
483	687	733
484	688	731
485	690	729
486	691	728
487	692	726
488	693	725
489	694	723
490	695	721
491	696	719
492	698	717
493	698	715
494	699	713
495	700	711
496	701	709
497	702	707
498	702	705
499	703	703
500	704	701
501	705	699
502	706	697
503	707	695
504	707	693
505	708	691
506	709	689
507	710	687
508	711	686
509	712	684
510	713	682
511	714	680
512	714	678
513	715	676
514	716	674
515	717	672
516	718	670
517	719	669
518	719	667
519	720	665
520	721	663
521	722	661
522	723	659
523	723	657
524	724	655
525	725	653
526	726	651
527	727	650
528	728	648
529	729	646
530	729	644
531	730	642
532	732	641
533	734	640
534	735	638
535	736	637
536	737	635
537	738	633
538	739	632
539	740	630
540	741	628
541	742	627
542	743	625
543	744	624
544	745	622
545	746	620
546	747	619
547	748	617
548	749	615
549	749	613
550	750	611
551	751	610
552	752	608
553	753	606
554	754	604
555	754	602
556	755	601
557	756	599
558	757	597
559	758	595
560	759	594
561	760	592
562	761	591
563	762	589
564	763	587
565	764	586
566	765	584
567	766	582
568	767	581
569	768	579
570	769	577
571	769	576
572	770	574
573	771	572
574	790	584
575	791	582
576	792	580
577	793	579
578	794	577
579	794	575
580	795	573
581	796	572
582	797	570
583	798	568
584	799	566
585	799	565
586	800	563
587	801	561
588	803	560
589	804	558
590	805	557
591	806	555
592	807	554
593	808	552
594	809	550
595	810	549
596	811	547
597	812	546
598	813	544
599	814	542
600	814	540
601	816	539
602	817	538
603	818	536
604	819	534
605	819	533
606	820	531
607	821	529
608	822	527
609	823	526
610	823	524
611	824	522
612	825	521
613	826	519
614	827	517
615	828	516
616	828	514
617	829	512
618	830	511
619	831	509
620	832	507
621	833	506
622	834	504
623	834	503
624	835	501
625	836	499
626	837	498
627	838	496
628	839	494
629	839	493
630	840	491
631	841	489
632	842	488
633	843	486
634	844	485
635	844	483
636	845	481
637	846	480
638	847	478
639	848	477
640	849	475
641	850	474
642	850	472
643	851	470
644	852	469
645	853	467
646	854	466
647	854	464
648	855	462
649	856	461
650	857	459
651	858	458
652	859	456
653	859	454
654	860	453
655	861	451
656	862	450
657	863	448
658	864	447
659	864	445
660	865	443
661	866	442
662	867	440
663	868	439
664	869	437
665	869	436
666	870	434
667	872	433
668	874	432
669	875	431
670	876	429
671	877	428
672	878	426
673	879	425
674	880	423
675	881	422
676	881	420
677	882	419
678	883	417
679	884	416
680	901	422
681	903	421
682	904	419
683	905	418
684	905	416
685	906	415
686	907	413
687	908	412
688	909	410
689	910	409
690	911	407
691	912	406
692	913	404
693	914	403
694	915	401
695	916	400
696	918	399
697	919	397
698	920	396
699	921	394
700	922	393
701	923	391
702	924	390
703	925	389
704	926	387
705	927	386
706	928	384
707	929	383
708	930	381
709	931	380
710	932	378
711	933	377
712	934	375
713	935	374
714	935	373
715	936	371
716	937	370
717	938	368
718	939	367
719	940	365
720	941	364
721	942	362
722	943	361
723	944	359
724	945	358
725	946	357
726	946	355
727	947	354
728	948	352
729	949	351
730	950	349
731	951	348
732	952	347
733	953	345
734	954	344
735	955	342
736	957	341
737	958	340
738	959	338
739	959	337
740	961	335
741	962	334
742	962	333
743	964	331
744	965	330
745	966	328
746	967	327
747	968	326
748	969	324
749	970	323
750	971	322
751	972	320
752	973	319
753	974	317
754	975	316
755	976	315
756	977	313
757	978	312
758	979	310
759	980	309
760	981	308
761	982	306
762	983	305
763	985	304
764	987	303
765	988	301
766	989	300
767	991	299
768	992	298
769	993	296
770	994	295
771	995	293
772	996	292
773	1002	292
774	1010	293
775	1013	292
776	1014	291
777	1015	289
778	1017	288
779	1018	287
780	1019	285
781	1020	284
782	1021	283
783	1022	281
784	1023	280
785	1024	278
786	1025	277
787	1027	276
788	1029	275
789	1031	274
790	1032	272
791	1034	271
792	1036	270
793	1038	269
794	1039	268
795	1040	266
796	1041	265
797	1042	263
798	1043	262
799	1044	261
800	1045	259
801	1046	258
802	1047	257
803	1048	255
804	1049	254
805	1050	252
806	1051	251
807	1052	250
808	1053	248
809	1054	247
810	1055	246
811	1056	244
812	1057	243
813	1058	241
814	1059	240
815	1060	239
816	1061	237
817	1062	236
818	1064	235
819	1065	233
820	1066	232
821	1067	231
822	1068	229
823	1069	228
824	1070	227
825	1071	225
826	1072	224
827	1073	223
828	1074	221
829	1075	220
830	1076	219
831	1077	217
832	1078	216
833	1079	214
834	1080	213
835	1081	212
836	1082	210
837	1083	209
838	1083	207
839	1084	206
840	1085	205
841	1086	203
842	1087	202
843	1087	201
844	1088	199
845	1089	198
846	1090	197
847	1091	195
848	1092	194
849	1093	192
850	1093	191
851	1094	190
852	1096	188
853	1097	187
854	1098	186
855	1099	184
856	1100	183
857	1101	182
858	1102	180
859	1103	179
860	1104	178
861	1105	177
862	1106	175
863	1107	174
864	1108	172
865	1126	174
866	1127	173
867	1128	171
868	1129	170
869	1130	168
870	1131	167
871	1131	166
872	1132	164
873	1133	163
874	1134	162
875	1135	160
876	1136	159
877	1137	158
878	1138	156
879	1139	155
880	1141	154
881	1142	152
882	1143	151
883	1144	150
884	1146	148
885	1147	147
886	1148	146
887	1149	144
888	1150	143
889	1151	142
890	1152	140
891	1153	139
892	1154	138
893	1154	136
894	1155	135
895	1156	134
896	1157	132
897	1158	131
898	1158	130
899	1159	128
900	1160	127
901	1161	126
902	1162	124
903	1162	123
904	1163	122
905	1164	120
906	1165	119
907	1166	118
908	1167	116
909	1168	115
910	1169	114
911	1170	112
912	1170	111
913	1171	110
914	1172	108
915	1173	107
916	1174	106
917	1174	104
918	1175	103
919	1176	102
920	1177	100
921	1178	99
922	1178	98
923	1179	97
924	1180	95
925	1182	94
926	1182	93
927	1183	91
928	1184	90
929	1185	89
930	1186	87
931	1187	86
932	1187	85
933	1188	83
934	1189	82
935	1190	81
936	1191	80
937	1191	78
938	1192	77
939	1193	76
940	1194	74
941	1195	73
942	1196	72
943	1197	71
944	1198	69
945	1198	68
946	1199	67
947	1200	65
948	1201	64
949	1202	63
950	1202	61
951	1203	60
952	1204	59
953	1205	58
954	1206	56
955	1207	55
956	1207	54
957	1208	52
958	1210	51
959	1212	50
960	1213	49
961	1214	47
962	1215	46
963	1216	45
964	1218	44
965	1219	42
966	1220	41
967	1221	40
968	1221	39
969	1240	38
970	1241	37
971	1242	35
972	1243	34
973	1244	33
974	1245	31
975	1246	30
976	1247	29
977	1247	28
978	1248	26
979	1249	25
980	1250	24
981	1251	22
982	1251	21
983	1252	20
984	1254	19
985	1256	17
986	1257	16
987	1259	15
988	1260	14
989	1261	12
990	1262	11
991	1263	10
992	1264	8
993	1265	7
994	1266	6
995	1267	5
996	1268	3
997	1269	2
998	1269	1
999	1270	0
